stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
3389,53352,NB SPURAWAY AV AT WAGON WHEEL CIR,SPURAWAY AVE @ WAGON WHEEL CIR,49.261903,-122.805337,ZN 3, ,0,
3390,53353,NB SPURAWAY AV FS PASTURE CIR,SPURAWAY AVE @ PASTURE CIR,49.264704,-122.803032,ZN 3, ,0,
3391,53354,NB RANCH PARK WAY FS SPURAWAY AV,RANCH PARK WAY @ SPURAWAY AVE,49.268601,-122.803118,ZN 3, ,0,
3392,53355,NB RANCH PARK WAY NS NORMAN AV,RANCH PARK WAY @ NORMAN AVE,49.270618,-122.803094,ZN 3, ,0,
11891,61820,LOUGHEED STN BAY 9 NEW,LOUGHEED STN @ BAY 9,49.247884,-122.895094,ZN2/3, ,0,
8797,58417,COQUITLAM REC CENTRE BAY 4,COQUITLAM REC CTR @ BAY 4,49.253837,-122.848304,ZN 3, ,0,
11917,61830,COQUITLAM CENTRAL STN BAY 14,COQUITLAM CENTRAL STN @ BAY 14,49.275866,-122.798199,ZN 3, ,0,
3396,53359,SB RANCH PARK WAY FS NORMAN AV,RANCH PARK WAY @ NORMAN AVE,49.270380,-122.803249,ZN 3, ,0,
3397,53360,SB SPURAWAY AV AT 3000 BLOCK,SPURAWAY AVE @ 3000 BLOCK,49.266849,-122.802721,ZN 3, ,0,
3398,53361,SB SPURAWAY AV AT PASTURE CIR,SPURAWAY AV @ PASTURE CIR,49.262401,-122.804990,ZN 3, ,0,
3399,53362,WB SPURAWAY AV NS STARLIGHT WAY,SPURAWAY AVE @ STARLIGHT WAY,49.262013,-122.809123,ZN 3, ,0,
3400,53363,WB SPURAWAY AV FS ARMADA ST,SPURAWAY AVE @ ARMADA ST,49.263988,-122.812218,ZN 3, ,0,
3401,53364,WB SPURAWAY AV FS PINNACLE ST,SPURAWAY AVE @ PINNACLE ST,49.263329,-122.815773,ZN 3, ,0,
3077,53045,WB COMO LAKE AV AT 2500 BLOCK,COMO LAKE AVE @ 2500 BLOCK,49.263282,-122.823035,ZN 3, ,0,
3079,53047,WB COMO LAKE AV FS THERMAL DR,COMO LAKE AVE @ THERMAL DR,49.263404,-122.835040,ZN 3, ,0,
3080,53048,WB COMO LAKE AV NS CUSTER CRT,COMO LAKE AVE @ CUSTER CRT,49.263403,-122.837829,ZN 3, ,0,
11392,52340,SB CLIVEDEN AV AT 1600 BLOCK,CLIVEDEN AVE @ 1600 BLOCK,49.163487,-122.972141,ZN2/3, ,0,
2366,52342,EB DERWENT WAY AT 1600 BLOCK,DERWENT WAY @ 1600 BLOCK,49.161420,-122.968498,ZN2/3, ,0,
2367,52343,EB DERWENT WAY FS RIDLEY PL,DERWENT WAY @ RIDLEY PL,49.161774,-122.964359,ZN2/3, ,0,
2368,52344,EB DERWENT WAY FS EATON WAY,DERWENT WAY @ EATON WAY,49.162254,-122.961357,ZN2/3, ,0,
2369,52345,EB DERWENT WAY FS EBURY PL,DERWENT WAY @ EBURY PL,49.161968,-122.957959,ZN2/3, ,0,
2370,52346,EB DERWENT WAY FS FRASERVIEW PL,DERWENT WAY @ FRASERVIEW PL,49.161668,-122.952721,ZN2/3, ,0,
2371,52347,EB DERWENT WAY FS DERWENT PL,DERWENT WAY @ DERWENT PL,49.163681,-122.948386,ZN2/3, ,0,
2372,52348,EB DERWENT WAY FS CHESTER RD,DERWENT WAY @ CHESTER RD,49.167435,-122.943042,ZN2/3, ,0,
2373,52349,EB DERWENT WAY FS ANNANCE CRT,DERWENT WAY @ ANNANCE CRT,49.169966,-122.939154,ZN2/3, ,0,
2375,52351,EB DERWENT WAY AT 800 BLOCK,DERWENT WAY @ 800 BLOCK,49.174778,-122.933259,ZN2/3, ,0,
2376,52352,EB DERWENT WAY AT CALDEW ST,DERWENT WAY @ CALDEW ST,49.177925,-122.930861,ZN2/3, ,0,
2382,52358,WB EWEN AV FS FENTON ST,EWEN AVE @ FENTON ST,49.190707,-122.936116,ZN 2, ,0,
2384,52360,WB EWEN AV FS WOOD ST,EWEN AVE @ WOOD ST,49.189178,-122.939918,ZN 2, ,0,
2385,52361,WB EWEN AV FS MCGILLIVRAY PL,EWEN AVE @ MCGILLIVRAY PL,49.188467,-122.941615,ZN 2, ,0,
8418,52350,EB DERWENT WAY AT 900 BLOCK,DERWENT WAY @ 900 BLOCK,49.172487,-122.934872,ZN2/3, ,0,
9047,58450,EB DERWENT WAY FS AUDLEY BLVD,DERWENT WAY @ AUDLEY BLVD,49.176164,-122.932168,ZN2/3, ,0,
2377,52353,EB DERWENT WAY AT 600 BLOCK,DERWENT WAY @ 600 BLOCK,49.179888,-122.929724,ZN2/3, ,0,
10607,59846,EB DERWENT WAY NS HUMBER PL,DERWENT WAY @ HUMBER PL,49.165721,-122.944607,ZN2/3, ,0,
11848,61727,WB EWEN AVE FS DERWENT WAY,EWEN AVE @ DERWENT WAY,49.191548,-122.934130,ZN 2, ,0,
3407,58416,COQUITLAM REC CENTRE BAY 1,COQUITLAM REC CTR @ BAY 1,49.253966,-122.847542,ZN 3, ,0,
3665,53626,SB LINTON ST NS REGAN AV,LINTON ST @ REGAN AVE,49.261868,-122.840923,ZN 3, ,0,
3373,53532,COQUITLAM REC CENTRE BAY 2,COQUITLAM REC CTR @ BAY 2,49.254901,-122.846529,ZN 3, ,0,
3372,53336,WB FOSTER AV AT 1700 BLOCK,FOSTER AVE @ 1700 BLOCK,49.256130,-122.844171,ZN 3, ,0,
3371,53335,WB FOSTER AV FS LINTON ST,FOSTER AVE @ LINTON ST,49.256116,-122.841436,ZN 3, ,0,
3666,53627,SB LINTON ST NS WALNUT CRES,LINTON ST @ WALNUT CRES,49.258674,-122.840945,ZN 3, ,0,
3309,53274,WB COTTONWOOD AV AT 500 BLOCK,COTTONWOOD AVE @ 500 BLOCK,49.258863,-122.887677,ZN 3, ,0,
3308,53273,WB COTTONWOOD AV FS FAIRVIEW ST,COTTONWOOD AVE @ FAIRVIEW ST,49.258819,-122.883796,ZN 3, ,0,
3307,53272,WB COTTONWOOD AV FS ROBINSON ST,COTTONWOOD AVE @ ROBINSON ST,49.258293,-122.880581,ZN 3, ,0,
3576,53537,WB COTTONWOOD AV AT HAILEY ST,COTTONWOOD AVE @ HAILEY ST,49.258146,-122.870178,ZN 3, ,0,
3575,53536,WB FOSTER AV FS COLINET ST,FOSTER AVE @ COLINET ST,49.256296,-122.867867,ZN 3, ,0,
3574,53535,WB FOSTER AV FS PORTER ST,FOSTER AVE @ PORTER ST,49.256261,-122.863873,ZN 3, ,0,
3573,53534,WB FOSTER AV FS GATENSBURY ST,FOSTER AVE @ GATENSBURY ST,49.256210,-122.858252,ZN 3, ,0,
3572,53533,WB FOSTER AV FS SCHOOLHOUSE ST,FOSTER AVE @ SCHOOLHOUSE ST,49.256193,-122.852827,ZN 3, ,0,
3375,53338,NB SCHOOLHOUSE ST FS WINSLOW AV,SCHOOLHOUSE ST @ WINSLOW AVE,49.254220,-122.852145,ZN 3, ,0,
3310,53275,SB WHITING WAY FS COTTONWOOD AV,WHITING WAY @ COTTONWOOD AVE,49.258531,-122.891958,ZN 3, ,0,
10664,53538,WB COTTONWOOD AV NS EASTERBROOK ST,COTTONWOOD AVE @ EASTERBROOK ST,49.258179,-122.875986,ZN 3, ,0,
3078,53046,WB COMO LAKE AV FS SEYMOUR DR,COMO LAKE AVE @ SEYMOUR DR,49.263331,-122.830605,ZN 3, ,0,
2397,52373,22ND STREET STN BAY 5,22ND ST STATION @ BAY 5,49.199792,-122.949357,ZN 2, ,0,
2399,52375,EB EWEN AV FS HOWES ST,EWEN AVE @ HOWES ST,49.186413,-122.946218,ZN 2, ,0,
2400,52376,EB EWEN AV NS LAWRENCE ST,EWEN AV @ LAWRENCE ST,49.187364,-122.943922,ZN 2, ,0,
2401,52377,EB EWEN AV FS WOOD ST,EWEN AVE @ WOOD ST,49.189554,-122.938640,ZN 2, ,0,
2402,52378,EB EWEN AV FS FENTON ST,EWEN AVE @ FENTON ST,49.191173,-122.934810,ZN 2, ,0,
2405,52381,WB BELGRAVE WAY NS CALDEW ST,BELGRAVE WAY @ CALDEW ST,49.180078,-122.934375,ZN2/3, ,0,
2406,58449,WB CLIVEDEN AV AT 800 BLOCK,CLIVEDEN AVE @ 800 BLOCK,49.176594,-122.936473,ZN2/3, ,0,
2407,52383,WB CLIVEDEN AV FS BELGRAVE WAY,CLIVEDEN AVE @ BELGRAVE WAY,49.175771,-122.938175,ZN2/3, ,0,
2408,52384,WB CLIVEDEN AV FS CARLISLE RD,CLIVEDEN AVE @ CARLISLE RD,49.173439,-122.942984,ZN2/3, ,0,
2409,52385,WB CLIVEDEN AV NS CHESTER RD,CLIVEDEN AVE @ CHESTER RD,49.172339,-122.946742,ZN2/3, ,0,
2410,52386,WB CLIVEDEN AV FS CLIVEDEN PL,CLIVEDEN AVE @ CLIVEDEN PL,49.169397,-122.956515,ZN2/3, ,0,
2411,58448,WB CLIVEDEN AV AT 1400 BLOCK,CLIVEDEN AVE @ 1400 BLOCK,49.167627,-122.962340,ZN2/3, ,0,
2412,52388,WB CLIVEDEN AV NS EATON WAY,CLIVEDEN AVE @ EATON WAY,49.166083,-122.964878,ZN2/3, ,0,
2413,52389,WB CLIVEDEN AV FS HAMPSTEAD CLOSE,CLIVEDEN AVE @ HAMPSTEAD CLOSE,49.164865,-122.968039,ZN2/3, ,0,
9029,52387,WB CLIVEDEN AV FS CARLETON CRT,CLIVEDEN AVE @ CARLETON CRT,49.168553,-122.959313,ZN2/3, ,0,
9107,52382,SB AUDLEY BLVD FS BELGRAVE WAY,AUDLEY BLVD @ BELGRAVE WAY,49.178188,-122.936736,ZN2/3, ,0,
10062,58662,SB DERWENT WAY NS BELGRAVE WAY,DERWENT WAY @ BELGRAVE WAY,49.182458,-122.929457,ZN2/3, ,0,
10447,59118,EB EWEN AV FS MCGILLIVRAY PL,EWEN AVE @ MCGILLIVRAY PL,49.188580,-122.940790,ZN 2, ,0,
7826,57752,WB DEWDNEY TRUNK RD FS 248 ST,DEWDNEY TRUNK RD @ 248 ST,49.220335,-122.535885,ZN 3, ,0,
7696,57623,WB DEWDNEY TRUNK RD FS 246 ST,DEWDNEY TRUNK RD @ 246 ST,49.220316,-122.540671,ZN 3, ,0,
7697,57624,WB DEWDNEY TRUNK RD NS 244 ST,DEWDNEY TRUNK RD @ 244 ST,49.220345,-122.545522,ZN 3, ,0,
7698,57625,WB DEWDNEY TRUNK RD FS 243 ST,DEWDNEY TRUNK RD @ 243 ST,49.220374,-122.551050,ZN 3, ,0,
7699,57626,WB DEWDNEY TRUNK RD FS 240 ST,DEWDNEY TRUNK RD @ 240 ST,49.220427,-122.557741,ZN 3, ,0,
7700,57627,WB DEWDNEY TRUNK RD FS 237 ST,DEWDNEY TRUNK RD @ 237 ST,49.220422,-122.565710,ZN 3, ,0,
7701,57628,WB DEWDNEY TRUNK RD FS 236 ST,DEWDNEY TRUNK RD @ 236 ST,49.220430,-122.568707,ZN 3, ,0,
7703,57630,WB DEWDNEY TRUNK RD FS 232 ST,DEWDNEY TRUNK RD @ 232 ST,49.220448,-122.580236,ZN 3, ,0,
7704,57631,WB DEWDNEY TRUNK RD FS 230 ST,DEWDNEY TRUNK RD @ 230 ST,49.220475,-122.585413,ZN 3, ,0,
7705,57632,WB DEWDNEY TRUNK RD FS BURNETT ST,DEWDNEY TRUNK RD @ BURNETT ST,49.220489,-122.588807,ZN 3, ,0,
7706,57633,WB DEWDNEY TRUNK RD FS 228 ST,DEWDNEY TRUNK RD @ 228 ST,49.220505,-122.590758,ZN 3, ,0,
7707,57634,WB DEWDNEY TRUNK RD FS 227 ST,DEWDNEY TRUNK RD @ 227 ST,49.220513,-122.594678,ZN 3, ,0,
7714,57641,WB DEWDNEY TRUNK RD FS 222 ST,DEWDNEY TRUNK RD @ 222 ST,49.220574,-122.608114,ZN 3, ,0,
7715,57642,WB DEWDNEY TRUNK RD FS DOVER ST,DEWDNEY TRUNK RD @ DOVER ST,49.220616,-122.614500,ZN 3, ,0,
7716,57643,WB DEWDNEY TRUNK RD FS HALL ST,DEWDNEY TRUNK RD @ HALL ST,49.220636,-122.618914,ZN 3, ,0,
7717,57644,WB DEWDNEY TRUNK RD FS 216 ST,DEWDNEY TRUNK RD @ 216 ST,49.220656,-122.623794,ZN 3, ,0,
7718,57645,WB DEWDNEY TRUNK RD FS 214 ST,DEWDNEY TRUNK RD @ 214 ST,49.220652,-122.628561,ZN 3, ,0,
7719,57646,WB DEWDNEY TRUNK RD FS LAITY ST,DEWDNEY TRUNK RD @ LAITY ST,49.220628,-122.632703,ZN 3, ,0,
7720,57647,WB DEWDNEY TRUNK RD FS 210 ST,DEWDNEY TRUNK RD @ 210 ST,49.220627,-122.640415,ZN 3, ,0,
7721,57648,WB DEWDNEY TRUNK RD FS 207 ST,DEWDNEY TRUNK RD @ 207 ST,49.220591,-122.648350,ZN 3, ,0,
7722,57649,WB DEWDNEY TRUNK RD FS 205 ST,DEWDNEY TRUNK RD @ 205 ST,49.221482,-122.653782,ZN 3, ,0,
7724,57651,WB DEWDNEY TRUNK RD FS 202 ST,DEWDNEY TRUNK RD @ 202 ST,49.221526,-122.661488,ZN 3, ,0,
7728,57655,WB HAMMOND RD FS SPRINGDALE DR,HAMMOND RD @ SPRINGDALE DR,49.217291,-122.672949,ZN 3, ,0,
7729,57656,WB HAMMOND RD FS GREENHAVEN CRT,HAMMOND RD @ GREENHAVEN CRT,49.217281,-122.675662,ZN 3, ,0,
7730,57657,WB HAMMOND RD FS BONSON RD EAST,HAMMOND RD @ BONSON RD EAST,49.217266,-122.679016,ZN 3, ,0,
7731,57658,WB HAMMOND RD FS BONSON RD WEST,HAMMOND RD @ BONSON RD WEST,49.217258,-122.681339,ZN 3, ,0,
7732,57659,WB HAMMOND RD FS BLAKELY RD,HAMMOND RD @ BLAKELY RD,49.217246,-122.684239,ZN 3, ,0,
7733,57660,NB HARRIS RD FS HAMMOND RD,HARRIS RD @ HAMMOND RD,49.217609,-122.689443,ZN 3, ,0,
7735,57662,NB HARRIS RD FS FORD RD,HARRIS RD @ FORD RD,49.223265,-122.689429,ZN 3, ,0,
7736,57663,NB HARRIS RD AT WEST COAST EXPRESS,HARRIS RD @ PITT MEADOWS STATION,49.224950,-122.689402,ZN 3, ,0,
7737,57664,NB HARRIS RD NS DAVISON RD,HARRIS RD @ DAVISON RD,49.226980,-122.689383,ZN 3, ,0,
7738,57665,NB HARRIS RD NS MCMYN RD,HARRIS RD @ MCMYN RD,49.229012,-122.689361,ZN 3, ,0,
3903,53863,WB LOUGHEED HWY FS OXFORD ST,LOUGHEED HWY @ OXFORD ST,49.264090,-122.767959,ZN 3, ,0,
7742,59189,WB LOUGHEED HWY NS SHAUGHNESSY ST,LOUGHEED HWY @ SHAUGHNESSY ST,49.267173,-122.775315,ZN 3, ,0,
3065,53033,WB LOUGHEED HWY FS HASTINGS ST,LOUGHEED HWY @ HASTINGS ST,49.270604,-122.783365,ZN 3, ,0,
3066,53034,WB LOUGHEED HWY FS WESTWOOD ST,LOUGHEED HWY @ WESTWOOD ST,49.274251,-122.791892,ZN 3, ,0,
7643,57570,COQUITLAM CENTRAL STN BAY 2,COQUITLAM CENTRAL STN @ BAY 2,49.275504,-122.798559,ZN 3, ,0,
8408,57667,WB LOUGHEED HWY FS OTTAWA ST,LOUGHEED HWY @ OTTAWA ST,49.256074,-122.748652,ZN 3, ,0,
7702,57629,WB DEWDNEY TRUNK RD NS 234 ST,DEWDNEY TRUNK RD @ 234 ST,49.220430,-122.573801,ZN 3, ,0,
9683,59185,WB DEWDNEY TRUNK FS 238B ST,DEWDNEY TRUNK RD @ 238B ST,49.220404,-122.561892,ZN 3, ,0,
10549,59304,WB DEWDNEY TRUNK RD NS FRASER ST,DEWDNEY TRUNK RD @ FRASER ST,49.220544,-122.599935,ZN 3, ,0,
10550,59710,WB DEWDNEY TRUNK RD FS 223 ST,DEWDNEY TRUNK RD @ 223 ST,49.220551,-122.604121,ZN 3, ,0,
10736,60723,SB 200 ST FS MAPLE MEADOWS WAY,200 ST @ MAPLE MEADOWS WAY,49.219799,-122.665955,ZN 3, ,0,
10893,57650,WB DEWDNEY TRUNK RD FS 203 ST,DEWDNEY  TRUNK RD @ 203 ST,49.221514,-122.657617,ZN 3, ,0,
10885,61064,HANEY PLACE BAY 1,HANEY PLACE @ BAY 1,49.219453,-122.597616,ZN 3, ,0,
11110,57661,NB HARRIS RD FS 119 AV,HARRIS RD @ 119 AVE,49.219436,-122.689444,ZN 3, ,0,
10264,59631,NB HARRIS RD AT CIVIC CENTRE,HARRIS RD @ CIVIC CENTRE,49.221140,-122.689446,ZN 3, ,0,
11318,61291,WB LOUGHEED HWY FS DOMINION AV,LOUGHEED HWY @ DOMINION AVE,49.258331,-122.753993,ZN 3, ,0,
11653,61452,WB LOUGHEED HWY FS OLD DEWDNEY TRUNK RD,LOUGHEED HWY @ OLD DEWDNEY TRUNK RD,49.243678,-122.720301,ZN 3, ,0,
11654,61595,WB LOUGHEED HWY FS SHERLING AV,LOUGHEED HWY @ SHERLING AVE,49.253668,-122.742982,ZN 3, ,0,
3535,53497,22ND STREET STN BAY 3,22ND ST STATION @ BAY 3,49.199941,-122.948853,ZN 2, ,0,
2512,52488,EB 6 AV FS 4 ST,6 AVE @ 4 ST,49.214668,-122.917400,ZN 2, ,0,
3628,53589,EB 6 AV FS 2 ST,6 AV @ 2 ST,49.216681,-122.913690,ZN 2, ,0,
3629,53590,EB 6 AV FS 1 ST,6 AV @ 1 ST,49.217905,-122.911346,ZN 2, ,0,
3631,53592,EB E 6 AV FS MCBRIDE BLVD,E 6 AV @ MCBRIDE BLVD,49.219777,-122.907863,ZN 2, ,0,
3632,53593,EB E 6 AV FS GLENBROOK DR,E 6 AV @ GLENBROOK DR,49.220926,-122.905740,ZN 2, ,0,
3633,53594,NB RICHMOND ST FS CUMBERLAND ST,RICHMOND ST @ CUMBERLAND ST,49.220933,-122.898686,ZN 2, ,0,
3634,53595,NB RICHMOND ST FS ALBERTA ST,RICHMOND ST @ ALBERTA ST,49.224029,-122.898615,ZN 2, ,0,
3635,53596,EB HOSPITAL ST FS RICHMOND ST,HOSPITAL ST @ RICHMOND ST,49.226461,-122.898005,ZN 2, ,0,
3636,53597,EB HOSPITAL ST NS E COLUMBIA ST,HOSPITAL ST @ E COLUMBIA ST,49.226412,-122.893957,ZN 2, ,0,
3139,53106,NB E COLUMBIA ST FS SHERBROOKE ST,E COLUMBIA ST @ SHERBROOKE ST,49.228132,-122.892715,ZN 2, ,0,
3145,61533,NB E COLUMBIA ST FS CEDAR ST,E COLUMBIA ST @ CEDAR ST,49.230457,-122.892653,ZN 2, ,0,
3548,53510,EB BRAID ST FS E COLUMBIA ST,BRAID ST @ E COLUMBIA ST,49.231543,-122.892139,ZN 2, ,0,
3549,53511,EB BRAID ST FS FADER ST,BRAID ST @ FADER ST,49.231517,-122.889691,ZN 2, ,0,
2347,52325,EB CUMBERLAND ST FS BETH ST,CUMBERLAND ST @ BETH ST,49.220792,-122.903095,ZN 2, ,0,
2348,52326,EB CUMBERLAND ST FS GLENBROOK DR,CUMBERLAND ST @ GLENBROOK DR,49.220507,-122.899746,ZN 2, ,0,
11204,52487,EB 6 AV FS 6 ST,6 AVE @ 6 ST,49.213372,-122.919767,ZN 2, ,0,
2110,52092,WB LOUGHEED HWY FS BOUNDARY RD,LOUGHEED HWY @ BOUNDARY RD,49.265597,-123.024139,ZN1/2, ,0,
3540,53502,EB 8 AV FS 4 ST,8 AVE @ 4 ST,49.217551,-122.920951,ZN 2, ,0,
2505,52481,EB 8 AV FS 2 ST,8 AVE @ 2 ST,49.219576,-122.917194,ZN 2, ,0,
3541,53503,EB 8 AV FS PARK CRES,8 AVE @ PARK CRESCENT,49.221477,-122.913517,ZN 2, ,0,
2344,52322,EB E 8 AV FS MCBRIDE BLVD,E 8 AVE @ MCBRIDE BLVD,49.222855,-122.910938,ZN 2, ,0,
3542,53504,EB E 8 AV FS CUMBERLAND ST,E 8 AVE @ CUMBERLAND ST,49.224437,-122.908074,ZN 2, ,0,
3543,53505,EB E 8 AV FS YORK ST,E 8 AVE @ YORK ST,49.225365,-122.906318,ZN 2, ,0,
3544,58174,EB E 8 AV NS CHILLIWACK ST,E 8 AVE @ CHILLIWACK ST,49.227389,-122.902493,ZN 2, ,0,
3545,53507,EB E 8 AV FS SHERBROOKE ST,E 8 AVE @ SHERBROOKE ST,49.228245,-122.900866,ZN 2, ,0,
3546,53508,EB E 8 AV FS RICHMOND ST,E 8 AVE @ RICHMOND ST,49.229848,-122.897841,ZN 2, ,0,
3547,53509,EB E 8 AV FS BUCHANAN AV,E 8 AVE @ BUCHANAN AVE,49.230861,-122.895894,ZN 2, ,0,
2253,52231,EB 8 AV FS 23 ST,8 AVE @ 23 ST,49.200201,-122.953131,ZN 2, ,0,
2254,52232,EB 8 AV FS 22 ST,8 AVE @ 22 ST,49.200902,-122.951795,ZN 2, ,0,
2255,52233,EB 8 AV FS 21 ST,8 AVE @ 21 ST,49.201937,-122.949878,ZN 2, ,0,
2256,52234,EB 8 AV FS 20 ST,8 AVE @ 20 ST,49.203012,-122.947894,ZN 2, ,0,
2257,52235,EB 8 AV FS 19 ST,8 AVE @ 19 ST,49.204196,-122.945705,ZN 2, ,0,
2258,52236,EB 8 AV FS 18 ST,8 AVE @ 18 ST,49.205399,-122.943472,ZN 2, ,0,
2259,52237,EB 8 AV FS 16 ST,8 AVE @ 16 ST,49.207123,-122.940277,ZN 2, ,0,
2260,52238,EB 8 AV FS 14 ST,8 AVE @ 14 ST,49.208968,-122.936873,ZN 2, ,0,
2261,52239,EB 8 AV FS 12 ST,8 AVE @ 12 ST,49.210659,-122.933713,ZN 2, ,0,
2262,52240,EB 8 AV FS 10 ST,8 AVE @ 10 ST,49.212641,-122.930070,ZN 2, ,0,
11911,61736,EB 8 AV FS 8 ST,8 AVE @ 8 ST,49.214252,-122.927079,ZN 2, ,0,
11909,61737,EB 8 AV FS 6 ST,8 AVE @ 6 ST,49.216164,-122.923432,ZN 2, ,0,
3133,53100,SB E COLUMBIA ST FS BRAID ST,E COLUMBIA ST @ BRAID ST,49.231131,-122.892819,ZN 2, ,0,
3134,53101,SB E COLUMBIA ST FS SHERBROOKE ST,E COLUMBIA ST @ SHERBROOKE ST,49.227568,-122.892922,ZN 2, ,0,
3652,53613,WB HOSPITAL ST FS E COLUMBIA ST,HOSPITAL ST @ E COLUMBIA ST,49.226513,-122.893384,ZN 2, ,0,
3653,53614,WB HOSPITAL ST FS BLAIR AV,HOSPITAL ST @ BLAIR AVE,49.226558,-122.897813,ZN 2, ,0,
3654,53615,SB RICHMOND ST NS SHILES ST,RICHMOND ST @ SHILES ST,49.225339,-122.898714,ZN 2, ,0,
3655,53616,SB RICHMOND ST FS ALBERTA ST,RICHMOND ST @ ALBERTA ST,49.223040,-122.898799,ZN 2, ,0,
3656,53617,WB CUMBERLAND ST NS GLENBROOK DR,CUMBERLAND ST @ GLENBROOK DR,49.220614,-122.899969,ZN 2, ,0,
3659,53620,WB 6 AV FS MCBRIDE BLVD,6 AVE @ MCBRIDE BLVD,49.219347,-122.908984,ZN 2, ,0,
3660,53621,WB 6 AV FS 1 ST,6 AVE @ 1 ST,49.217458,-122.912449,ZN 2, ,0,
3661,53622,WB 6 AV FS 2 ST,6 AVE @ 2 ST,49.216326,-122.914538,ZN 2, ,0,
3662,53623,WB 6 AV FS 4 ST,6 AVE @ 4 ST,49.214436,-122.918051,ZN 2, ,0,
9441,58947,WB E 6 AV AT GLENBROOK DR,E 6 AVE @ GLENBROOK DR,49.220810,-122.906249,ZN 2, ,0,
12022,61911,PORT MOODY STN BAY 1 NEW,PORT MOODY STATION @ BAY 1,49.277779,-122.846104,ZN 3, ,0,
3904,53864,COQUITLAM CENTRAL STN BAY 10,COQUITLAM CENTRAL STN @ BAY 10,49.275476,-122.798722,ZN 3, ,0,
3182,53149,EB SAINT JOHNS ST FS BULLER ST,SAINT JOHNS ST @ BULLER ST,49.276532,-122.839688,ZN 3, ,0,
3184,53151,EB SAINT JOHNS ST NS CLEARVIEW DR,SAINT JOHNS ST @ CLEARVIEW DR,49.276382,-122.831044,ZN 3, ,0,
11308,59903,NB IOCO RD FS SUTER BROOK WAY,IOCO RD @ SUTER BROOK WAY,49.279699,-122.826959,ZN 3, ,0,
9447,58873,NB NOONS CREEK DR FS UNGLESS WAY,NOONS CREEK DR @ UNGLESS WAY,49.284668,-122.827076,ZN 3, ,0,
9446,58871,EB NOONS CREEK DR FS APPLEYARD CRT,NOONS CREEK DR @ APPLEYARD CRT,49.286237,-122.825652,ZN 3, ,0,
3935,53894,WB FALCON DR AT NOONS CREEK DR,FALCON DR @ NOONS CREEK DR,49.287404,-122.824914,ZN 3, ,0,
3936,53895,WB NOONS CREEK DR FS THURSTON TERR,NOONS CREEK DR @ THURSTON TERR,49.287568,-122.827638,ZN 3, ,0,
3937,53896,EB NOONS CREEK DR AT MAUDE CRT,NOONS CREEK DR @ MAUDE CRT,49.288838,-122.826697,ZN 3, ,0,
3938,53897,EB NOONS CREEK DR FS NOONS CREEK CLOSE,NOONS CREEK DR @ NOONS CREEK CLOSE,49.289275,-122.823796,ZN 3, ,0,
3939,53898,NB NOONS CREEK DR FS BARBERRY PL,NOONS CREEK DR @ BARBERRY PL,49.290951,-122.823263,ZN 3, ,0,
3940,53899,NB NOONS CREEK DR FS HEMLOCK PL,NOONS CREEK DR @ HEMLOCK PL,49.293118,-122.822943,ZN 3, ,0,
3969,53928,SB JOHNSON ST FS DELAHAYE DR,JOHNSON ST @ DELAHAYE DR,49.292794,-122.800732,ZN 3, ,0,
3970,53929,SB JOHNSON ST FS WALTON AV,JOHNSON ST @ WALTON AVE,49.289646,-122.801575,ZN 3, ,0,
3971,53930,SB JOHNSON ST FS DURANT DR,JOHNSON ST @ DURANT DR,49.287237,-122.801666,ZN 3, ,0,
10132,53931,SB JOHNSON ST FS GUILDFORD WAY,JOHNSON ST @ GUILDFORD WAY,49.284778,-122.801761,ZN 3, ,0,
3973,53932,SB JOHNSON ST FS GLEN DR,JOHNSON ST @ GLEN DR,49.282373,-122.801827,ZN 3, ,0,
3974,53933,SB JOHNSON ST FS PACKARD AV,JOHNSON ST @ PACKARD AVE,49.279616,-122.801818,ZN 3, ,0,
11967,61838,NB NOONS CREEK DR NS DAVID AV,NOONS CREEK DR @ DAVID AV,49.295935,-122.819708,ZN 3, ,0,
11966,61836,EB DAVID AV FS LANSDOWNE DR,DAVID AV @ LANSDOWNE DR,49.294299,-122.812619,ZN 3, ,0,
11968,61840,EB DAVID AV NS JOHNSON ST,DAVID AV @ JOHNSON ST,49.294922,-122.803223,ZN 3, ,0,
4155,54112,WB SECHELT DR FS DERBYSHIRE WAY,SECHELT DR @ DERBYSHIRE WAY,49.326123,-123.000642,ZN 2, ,0,
4156,54113,WB SECHELT DR NS BERKLEY AVE,SECHELT DR @ BERKLEY AVE,49.326460,-123.004103,ZN 2, ,0,
4157,54114,SB BERKLEY RD AT BYRON RD,BERKLEY RD @ BYRON RD,49.323477,-123.004998,ZN 2, ,0,
4158,54115,SB BERKLEY RD AT SHELLEY RD,BERKLEY RD @ SHELLEY RD,49.320973,-123.005030,ZN 2, ,0,
4159,54116,EB CARNATION ST FS BERKLEY RD,CARNATION ST @ BERKLEY RD,49.318082,-123.004436,ZN 2, ,0,
4160,54117,SB EMERSON WAY FS CARNATION ST,EMERSON WAY @ CARNATION ST,49.317586,-122.998202,ZN 2, ,0,
4161,54118,SB EMERSON WAY NS MT SEYMOUR PKY,EMERSON WAY @ MT SEYMOUR PKY,49.316192,-122.998190,ZN 2, ,0,
